Feature	RF_FeatureImportance	MeanAbsSHAP
HLA-DQB2	1.3287056122311929e-17	1.2854930102760994e-19
CD7	1.3109001331701717e-17	7.891867947588847e-20
EHHADH	1.1949281933137443e-17	3.2061918665256677e-18
FAH	8.426907310927596e-18	1.0866812933067364e-19
FOXO1	7.74775954353055e-18	0.0
PIK3CA	7.552987479840692e-18	0.0
ATP12A	5.8279219626640404e-18	0.0
SUMO1	5.722359135728861e-18	3.53081896517256e-19
SERPINA11	5.199196768547209e-18	5.7794917331776835e-18
IL6R	4.483964200810805e-18	0.0
IFITM1	4.429074919489887e-18	0.0
TAGAP	4.134228362835165e-18	0.0
FGFR2	4.0733743600360515e-18	4.7764394489071766e-20
UGT1A1	3.8852585679141954e-18	3.9497903839607845e-18
KDR	3.4545347583246977e-18	2.273808298553727e-18
ZAP70	3.341851060579904e-18	3.723811634658753e-18
C1QBP	3.315025873739907e-18	1.2242828285552066e-18
ACSM3	3.2446034873501608e-18	1.8960935820988398e-18
DLAT	3.1576967014846986e-18	0.0
CYP2A13	3.137215578037796e-18	1.4667580609885198e-17
CCL3	3.098884303290426e-18	7.097998369056524e-19
NCK1	3.0724251228862e-18	0.0
F5	3.0573191825888725e-18	8.695323459963268e-18
GLUD1	3.0459560565814776e-18	0.0
MX1	3.04375151302097e-18	0.0
LILRB4	3.0296069547510738e-18	7.635829858329377e-19
PLTP	3.0271766359106947e-18	0.0
PAH	2.941430929963517e-18	4.2397924284711346e-18
BCAR1	2.915424776940029e-18	1.643312782140599e-19
STAT3	2.9088440525330557e-18	0.0
COL1A1	2.7944476931770368e-18	1.3792175502121241e-18
RSAD2	2.5672500557505624e-18	5.856234295488269e-20
GSTP1	2.1691871104322007e-18	1.038407301759967e-19
GSTO1	9.414714839465467e-19	6.5356511294403765e-19
APOA2	3.965729188700563e-19	5.6579046297897e-20
IL1A	3.7930786783774227e-19	6.846505334635979e-20
CD68	2.7795481893096733e-19	2.2029743075337453e-20
KIR2DL4	2.6040712502525637e-19	3.4583735456187774e-20
LY9	0.0	0.0
MAT1A	0.0	0.0
MBL2	0.0	0.0
JAG1	0.0	0.0
LTB	0.0	0.0
LTA	0.0	0.0
LPA	0.0	0.0
NCF1	0.0	0.0
KNG1	0.0	0.0
LAG3	0.0	0.0
LAIR1	0.0	0.0
LAT	0.0	0.0
LGALS4	0.0	0.0
LILRB1	0.0	0.0
LILRB2	0.0	0.0
SERPINA10	0.0	0.0
SERPINA4	0.0	0.0
SERPINA7	0.0	0.0
SERPINC1	0.0	0.0
SERPIND1	0.0	0.0
SIGLEC1	0.0	0.0
SIGLEC7	0.0	0.0
PTPRC	0.0	0.0
LILRB3	0.0	0.0
ITGAX	0.0	0.0
ITIH2	0.0	0.0
KLRB1	0.0	0.0
KLRC1	0.0	0.0
LCAT	0.0	0.0
SPP1	0.0	0.0
VCL	0.0	0.0
IGFBP1	0.0	0.0
IGSF6	0.0	0.0
IKZF1	0.0	0.0
IL10RA	0.0	0.0
IL21R	0.0	0.0
IL2RA	0.0	0.0
IL2RB	0.0	0.0
SLAMF1	0.0	0.0
NCF2	0.0	0.0
NCF4	0.0	0.0
NCKAP1L	0.0	0.0
NCR3	0.0	0.0
NKG7	0.0	0.0
NR0B2	0.0	0.0
NR1I2	0.0	0.0
NR1I3	0.0	0.0
MNDA	0.0	0.0
MPEG1	0.0	0.0
MS4A1	0.0	0.0
MS4A14	0.0	0.0
MSR1	0.0	0.0
MTTP	0.0	0.0
MYO1F	0.0	0.0
ITGAL	0.0	0.0
UGT2B4	0.0	0.0
FGF7	0.0	0.0
IL3RA	0.0	0.0
ABCG2	0.0	0.0
APP	0.0	0.0
CD63	0.0	0.0
CYP1B1	0.0	0.0
SULT2A1	0.0	0.0
TBX21	0.0	0.0
TLR7	0.0	0.0
TLR8	0.0	0.0
TNFRSF13B	0.0	0.0
TNFRSF9	0.0	0.0
TNFSF8	0.0	0.0
RHOH	0.0	0.0
SLAMF6	0.0	0.0
SLAMF7	0.0	0.0
SLAMF8	0.0	0.0
SLC10A1	0.0	0.0
SLCO1B1	0.0	0.0
SPI1	0.0	0.0
SPN	0.0	0.0
SPP2	0.0	0.0
ALK	0.0	0.0
ANGPT2	0.0	0.0
AP2A1	0.0	0.0
AP2A2	0.0	0.0
AP2M1	0.0	0.0
ARF6	0.0	0.0
TRAT1	0.0	0.0
RBP4	0.0	0.0
RGS1	0.0	0.0
ITGAM	0.0	0.0
SAMSN1	0.0	0.0
SASH3	0.0	0.0
SELL	0.0	0.0
SELPLG	0.0	0.0
PLA2G12B	0.0	0.0
PLG	0.0	0.0
PON1	0.0	0.0
PRF1	0.0	0.0
PROC	0.0	0.0
PROZ	0.0	0.0
PSTPIP1	0.0	0.0
UGT1A4	0.0	0.0
OSM	0.0	0.0
P2RY8	0.0	0.0
PARVG	0.0	0.0
PDCD1	0.0	0.0
PIK3CG	0.0	0.0
PIK3R5	0.0	0.0
PKLR	0.0	0.0
ENTPD1	0.0	0.0
GNAQ	0.0	0.0
GNB5	0.0	0.0
INSR	0.0	0.0
LRP1	0.0	0.0
MMP2	0.0	0.0
SELP	0.0	0.0
VLDLR	0.0	0.0
PTPN22	0.0	0.0
CD86	0.0	0.0
CD8A	0.0	0.0
CD8B	0.0	0.0
CD96	0.0	0.0
ITGB8	0.0	0.0
CD300C	0.0	0.0
CD33	0.0	0.0
CD3E	0.0	0.0
CD3G	0.0	0.0
CD4	0.0	0.0
CD40LG	0.0	0.0
CD5	0.0	0.0
FETUB	0.0	0.0
FGA	0.0	0.0
ITGA11	0.0	0.0
FGG	0.0	0.0
FGL1	0.0	0.0
FLT3	0.0	0.0
G6PC	0.0	0.0
GFI1	0.0	0.0
EOMES	0.0	0.0
F11	0.0	0.0
F13B	0.0	0.0
F7	0.0	0.0
F9	0.0	0.0
FCGR1A	0.0	0.0
FCGR3A	0.0	0.0
FERMT3	0.0	0.0
CYP4A22	0.0	0.0
FGB	0.0	0.0
CD28	0.0	0.0
CD300A	0.0	0.0
NOD1	0.0	0.0
CCL19	0.0	0.0
CCL22	0.0	0.0
CCR1	0.0	0.0
CCR2	0.0	0.0
CCR7	0.0	0.0
CD19	0.0	0.0
CD1C	0.0	0.0
CD1E	0.0	0.0
CREB3L3	0.0	0.0
CRKL	0.0	0.0
CRP	0.0	0.0
CD84	0.0	0.0
CST7	0.0	0.0
CTLA4	0.0	0.0
CXCL13	0.0	0.0
CXCL9	0.0	0.0
CFP	0.0	0.0
CIITA	0.0	0.0
CLEC10A	0.0	0.0
CLEC4E	0.0	0.0
CLEC7A	0.0	0.0
CORO1A	0.0	0.0
CPB2	0.0	0.0
CPT2	0.0	0.0
CD6	0.0	0.0
CD69	0.0	0.0
CD79A	0.0	0.0
CSF2RA	0.0	0.0
GZMK	0.0	0.0
HABP2	0.0	0.0
HAO1	0.0	0.0
HAO2	0.0	0.0
HCLS1	0.0	0.0
HCST	0.0	0.0
HK1	0.0	0.0
GNGT2	0.0	0.0
GNLY	0.0	0.0
GPT	0.0	0.0
GRAP2	0.0	0.0
GSTA1	0.0	0.0
GSTA2	0.0	0.0
GYS2	0.0	0.0
CYP4F2	0.0	0.0
DGAT2	0.0	0.0
DPP4	0.0	0.0
FLNA	0.0	0.0
FUT4	0.0	0.0
GATA2	0.0	0.0
HSP90AA1	0.0	0.0
ID2	0.0	0.0
ABAT	0.0	0.0
DNM1	0.0	0.0
EPOR	0.0	0.0
PPARGC1A	0.0	0.0
CLEC9A	0.0	0.0
ARHGEF7	0.0	0.0
ITIH3	0.0	0.0
ACTR3	0.0	0.0
GZMA	0.0	0.0
CYP8B1	0.0	0.0
DECR2	0.0	0.0
DOCK2	0.0	0.0
DOCK8	0.0	0.0
DOK2	0.0	0.0
ECHS1	0.0	0.0
CXCR3	0.0	0.0
CXCR4	0.0	0.0
CXCR6	0.0	0.0
CYP2C19	0.0	0.0
CYP2D6	0.0	0.0
CYP3A4	0.0	0.0
CYP3A7	0.0	0.0
CYP4A11	0.0	0.0
GZMH	0.0	0.0
HP	0.0	0.0
HPD	0.0	0.0
HRG	0.0	0.0
ICAM1	0.0	0.0
ICAM3	0.0	0.0
IFI30	0.0	0.0
IFNG	0.0	0.0
HLA-DMA	0.0	0.0
HLA-DOB	0.0	0.0
HLA-DPB1	0.0	0.0
HLA-DQA1	0.0	0.0
HLA-DQA2	0.0	0.0
HLA-DQB1	0.0	0.0
HLA-DRB1	0.0	0.0
HLA-F	0.0	0.0
HMGCS2	0.0	0.0
NFKB2	0.0	0.0
NME4	0.0	0.0
NR1H3	0.0	0.0
OASL	0.0	0.0
OGDH	0.0	0.0
MDM2	0.0	0.0
MERTK	0.0	0.0
MLLT4	0.0	0.0
MMP3	0.0	0.0
MOG	0.0	0.0
MUC1	0.0	0.0
MX2	0.0	0.0
MYH9	0.0	0.0
MAP2K2	0.0	0.0
ADIPOQ	0.0	0.0
MAPK12	0.0	0.0
MAPK14	0.0	0.0
MARCO	0.0	0.0
MB	0.0	0.0
MBP	0.0	0.0
MCL1	0.0	0.0
FGF1	0.0	0.0
ITGA9	0.0	0.0
LEPR	0.0	0.0
MCAM	0.0	0.0
LIPE	0.0	0.0
LYN	0.0	0.0
MADCAM1	0.0	0.0
MAP2K1	0.0	0.0
MAP2K7	0.0	0.0
COL1A2	0.0	0.0
FH	0.0	0.0
COL6A1	0.0	0.0
CYCS	0.0	0.0
FASN	0.0	0.0
KLRF1	0.0	0.0
KMO	0.0	0.0
LDHAL6A	0.0	0.0
LDHC	0.0	0.0
LEF1	0.0	0.0
LEP	0.0	0.0
LGMN	0.0	0.0
LIF	0.0	0.0
INPPL1	0.0	0.0
NCOR2	0.0	0.0
ITGA6	0.0	0.0
ITGAE	0.0	0.0
KEAP1	0.0	0.0
KIR2DL3	0.0	0.0
KIR3DL1	0.0	0.0
IFNAR2	0.0	0.0
IFNB1	0.0	0.0
IL12A	0.0	0.0
IL17RA	0.0	0.0
IL18	0.0	0.0
IL23R	0.0	0.0
IL4R	0.0	0.0
IL6	0.0	0.0
NCOA2	0.0	0.0
NCOR1	0.0	0.0
IRF7	0.0	0.0
CD40	0.0	0.0
GCG	0.0	0.0
GNAI1	0.0	0.0
GNG5	0.0	0.0
ITGA3	0.0	0.0
TRAF1	0.0	0.0
MAP3K5	0.0	0.0
PRKCD	0.0	0.0
RASGRP1	0.0	0.0
LDHB	0.0	0.0
PGK1	0.0	0.0
ADORA3	0.0	0.0
VSIG4	0.0	0.0
AMACR	0.0	0.0
SOCS3	0.0	0.0
GPC1	0.0	0.0
TBP	0.0	0.0
PNPLA2	0.0	0.0
UCHL1	0.0	0.0
GAB1	0.0	0.0
MMP1	0.0	0.0
LDLR	0.0	0.0
WNT3A	0.0	0.0
WNT5A	0.0	0.0
XCR1	0.0	0.0
XPNPEP2	0.0	0.0
JAK2	0.0	0.0
OAS2	0.0	0.0
TCF3	0.0	0.0
SIRPA	0.0	0.0
SOD2	0.0	0.0
SREBF2	0.0	0.0
SUCLG2	0.0	0.0
TAT	0.0	0.0
TBL1X	0.0	0.0
