SampleID	Label	StemSCAPE-SI
TCGA-X7-A8M7-01A-11R-A42C-07	1	0.942619589
TCGA-KB-A93H-01A-11R-A39E-31	1	0.957331291
TCGA-FI-A3PX-01A-11R-A22K-07	1	0.924952656
TCGA-LN-A49L-01A-11R-A24K-31	1	0.953870491
TCGA-3G-AB0O-01A-22R-A42C-07	1	0.975773552
TCGA-VQ-AA69-01A-11R-A414-31	1	0.97479369
TCGA-CI-6623-01B-11R-1830-07	1	1
TCGA-X7-A8D7-01A-11R-A42C-07	1	0.945525022
TCGA-A8-A07R-01A-21R-A034-07	1	0.939238021
TCGA-DC-4749-01A-01R-1736-07	1	1
TCGA-V5-A7RE-01A-11R-A354-31	1	0.990391713
TCGA-4Z-AA80-01A-11R-A39I-07	1	0.985980886
TCGA-UF-A719-01A-12R-A34R-07	1	0.99245935
TCGA-63-7023-01A-11R-1949-07	1	0.937452758
TCGA-G4-6317-01A-11R-1723-07	1	0.994491463
TCGA-AA-A02Y-01A-43R-A32Y-07	1	1
TCGA-CK-5915-01A-11R-1653-07	1	0.98589991
TCGA-LP-A7HU-01A-11R-A33Z-07	1	0.98217769
TCGA-77-8144-01A-11R-2247-07	1	0.951031436
TCGA-L5-A4OX-01A-21R-A28J-31	1	0.920352132
TCGA-AZ-4313-01A-01R-1410-07	1	1
TCGA-VQ-A91X-01A-12R-A414-31	1	0.986105999
TCGA-F5-6814-01A-31R-1928-07	1	0.937453683
TCGA-CL-4957-01A-01R-1736-07	1	0.99
TCGA-EI-6513-01A-21R-1736-07	1	0.989606189
TCGA-A6-5665-01A-01R-1653-07	1	0.986267142
TCGA-5M-AAT4-01A-11R-A41B-07	1	1
TCGA-AJ-A3I9-01A-11R-A22K-07	1	0.963206153
TCGA-NC-A5HN-01A-11R-A26W-07	1	0.991785978
TCGA-HU-A4G6-01A-11R-A24K-31	1	0.991402086
TCGA-GC-A3RB-01A-12R-A220-07	1	0.994945504
TCGA-EY-A547-01A-11R-A27V-07	1	0.991144275
TCGA-4Z-AA87-01A-11R-A39I-07	1	0.995660819
TCGA-C5-A1BL-01A-11R-A13Y-07	1	0.995660819
TCGA-AG-3592-01A-02R-1736-07	1	0.993030683
TCGA-3S-A8YW-01A-11R-A42C-07	1	0.97144189
TCGA-BH-A0B9-01A-11R-A056-07	1	0.950288128
TCGA-3S-AAYX-01A-11R-A42C-07	1	0.97482097
TCGA-DM-A1D6-01A-21R-A155-07	1	1
TCGA-AR-A1AI-01A-11R-A12P-07	1	0.926172216
TCGA-AZ-4614-01A-01R-1410-07	1	0.993947798
TCGA-AC-A6IW-01A-12R-A33J-07	1	0.86073439
TCGA-IR-A3LK-01A-12R-A213-07	1	0.980579518
TCGA-HU-A4GT-01A-21R-A251-31	1	0.981360217
TCGA-CI-6620-01A-11R-1830-07	1	0.896948636
TCGA-FU-A3HZ-01A-11R-A213-07	1	0.955605544
TCGA-DM-A1D4-01A-21R-A155-07	1	1
TCGA-T9-A92H-01A-11R-A37K-07	1	1
TCGA-C5-A2M1-01A-11R-A18M-07	1	0.936040332
TCGA-XU-A932-01A-11R-A42C-07	1	0.93401033
TCGA-DK-A3X2-01A-11R-A22U-07	1	1
TCGA-AA-3526-01A-02R-A32Z-07	1	0.949113674
TCGA-B6-A0X1-01A-11R-A109-07	1	0.966388271
TCGA-C8-A27B-01A-11R-A169-07	1	0.966160882
TCGA-C5-A3HE-01A-21R-A22U-07	1	0.965707445
TCGA-GD-A6C6-01A-21R-A31N-07	1	0.964427014
TCGA-DK-AA75-01A-11R-A39I-07	1	0.991859589
TCGA-XM-AAZ1-01A-11R-A42C-07	1	0.965992896
TCGA-CA-5256-01A-01R-1410-07	1	0.989436967
TCGA-DK-A3IM-01A-11R-A20F-07	1	0.959237638
TCGA-33-4532-01A-01R-1201-07	1	1
TCGA-77-8143-01A-11R-2247-07	1	0.99
TCGA-56-7823-01B-11R-2247-07	1	0.979346324
TCGA-HU-8602-01A-11R-2402-13	1	0.913753565
TCGA-G4-6586-01A-11R-1774-07	1	0.99
TCGA-DK-AA6W-01A-12R-A39I-07	1	0.93407053
TCGA-AA-A02K-01A-03R-A32Y-07	1	1
TCGA-ZF-A9RN-01A-11R-A42T-07	1	0.981607837
TCGA-QK-A8Z7-01A-11R-A39I-07	1	0.935933691
TCGA-AR-A256-01A-11R-A169-07	1	0.947726388
TCGA-DD-AADN-01A-11R-A41C-07	1	0.822360472
TCGA-77-7139-01A-11R-2045-07	1	0.981045038
TCGA-HU-A4GD-01A-11R-A36D-31	1	0.991601182
TCGA-DC-6155-01A-11R-1660-07	1	0.963755905
TCGA-VR-A8Q7-01A-11R-A37I-31	1	0.920524888
TCGA-EK-A2IR-01A-11R-A180-07	1	0.972215918
TCGA-DM-A0XF-01A-11R-A155-07	1	0.993947798
TCGA-BR-8680-01A-11R-2402-13	1	1
TCGA-FU-A23K-01A-11R-A16R-07	1	0.91822266
TCGA-C5-A1M9-01A-11R-A13Y-07	1	1
TCGA-D6-6823-01A-11R-1915-07	1	0.933059
TCGA-QG-A5YV-01A-11R-A28H-07	1	0.99
TCGA-CL-5918-01A-11R-1660-07	1	1
TCGA-D7-A4YX-01A-11R-A251-31	1	0.939010297
TCGA-EY-A3QX-01A-11R-A22K-07	1	0.954585839
TCGA-D8-A1XK-01A-21R-A14M-07	1	0.946517043
TCGA-CM-6677-01A-11R-1839-07	1	0.965330396
TCGA-DR-A0ZL-01A-11R-A10U-07	1	0.981933986
TCGA-DM-A0XD-01A-12R-A155-07	1	0.994945504
TCGA-HU-8244-01A-11R-2343-13	1	0.991402086
TCGA-AZ-4616-01A-21R-1839-07	1	0.984945504
TCGA-FU-A2QG-01A-11R-A18M-07	1	0.981405236
TCGA-DC-4745-01A-01R-A32Z-07	1	0.96149661
TCGA-EK-A3GK-01A-11R-A213-07	1	0.963175887
TCGA-CK-5916-01A-11R-1653-07	1	0.97208583
TCGA-ZC-AAAH-01A-11R-A42S-07	1	0.926703918
TCGA-CR-5248-01A-01R-2016-07	1	0.905443242
TCGA-BR-A4J1-01A-11R-A251-31	1	0.963514175
TCGA-VS-A953-01A-11R-A38B-07	1	0.949254188
TCGA-G4-6628-01A-11R-1839-07	1	0.859998164
TCGA-IN-A6RI-01A-11R-A32D-31	1	0.96626065
TCGA-FB-A7DR-01A-21R-A33R-07	0	0.031144275
TCGA-DX-A1KU-01A-32R-A24X-07	0	0.03311547
TCGA-HZ-8315-01A-11R-2404-07	0	0.02867749
TCGA-BR-7704-11A-01R-2055-13	0	0.018166366
TCGA-IB-7890-01A-12R-2204-07	0	0.021958875
TCGA-BR-A453-01A-11R-A24K-31	0	0.012641434
TCGA-56-7582-11A-01R-2045-07	0	0.012896123
TCGA-L5-A4OQ-11A-12R-A260-31	0	0.035207802
TCGA-CJ-5682-01A-11R-1541-07	0	0.011790535
TCGA-BH-A6R9-01A-21R-A32P-07	0	0.072455004
TCGA-44-2662-11A-01R-1758-07	0	0.006954023
TCGA-AX-A2HC-11A-11R-A32Y-07	0	0.010483857
TCGA-W3-A828-06A-11R-A352-07	0	0.048721443
TCGA-B8-A54F-01A-11R-A266-07	0	0.029656977
TCGA-AX-A0J0-11A-11R-A27V-07	0	0.019684455
TCGA-BP-5177-01A-01R-1426-07	0	0.004570591
TCGA-YB-A89D-01A-12R-A36G-07	0	0.019664976
TCGA-IB-A5SO-01A-11R-A32O-07	0	0.000980551
TCGA-FL-A1YL-11A-11R-A16F-07	0	0.055761887
TCGA-DX-AB2F-01A-11R-A38C-07	0	0.034518079
TCGA-G7-6789-01A-11R-1965-07	0	0.204559606
TCGA-FL-A1YN-11A-11R-A32Y-07	0	0.01734383
TCGA-KL-8336-11A-01R-2315-07	0	0.013139681
TCGA-44-6148-11A-01R-1858-07	0	0.017220229
TCGA-LL-A440-01A-11R-A24H-07	0	0.003213244
TCGA-B0-5080-01A-01R-1503-07	0	0.013520423
TCGA-DX-A3M1-01A-11R-A22K-07	0	0.035379756
TCGA-B0-4703-01A-01R-1277-07	0	0.015846183
TCGA-91-6849-11A-01R-1949-07	0	0.014245327
TCGA-BR-A4IZ-01A-32R-A251-31	0	0.010980551
TCGA-AX-A0IZ-11A-11R-A27V-07	0	0.010612348
TCGA-DX-A6BE-01A-41R-A32Q-07	0	0.021365562
TCGA-FL-A1YT-11A-12R-A32Y-07	0	0.038812926
TCGA-SG-A6Z7-01A-12R-A32Q-07	0	0.245394969
TCGA-DX-A1L2-01A-22R-A24X-07	0	0.026808258
TCGA-MJ-A68J-01A-11R-A30C-07	0	0.033052773
TCGA-44-2655-11A-01R-1758-07	0	0.001785978
TCGA-BP-4769-01A-01R-1289-07	0	0.0240742
TCGA-49-AARR-01A-11R-A41B-07	0	0.021507788
TCGA-TK-A8OK-01A-22R-A36G-07	0	0.024011234
TCGA-DX-A2J0-01A-11R-A21T-07	0	0.027711462
TCGA-22-5482-11A-01R-1635-07	0	0.004265619
TCGA-BP-4795-01A-02R-1420-07	0	0.008965299
TCGA-BP-4345-01A-01R-1289-07	0	0.005401003
TCGA-FP-7829-11A-01R-2055-13	0	0.030518789
TCGA-HZ-A77Q-01A-11R-A36G-07	0	0.002766529
TCGA-Z4-AAPF-01A-11R-A39D-07	0	0.066924219
TCGA-CJ-4882-01A-02R-1426-07	0	0.012714996
TCGA-H6-A45N-01A-11R-A26U-07	0	0.02
TCGA-G7-A8LE-01A-11R-A36F-07	0	0.293991547
TCGA-55-6986-11A-01R-1949-07	0	0.014174252
TCGA-FX-A3NK-01A-11R-A21T-07	0	0.006952665
TCGA-A3-3349-01A-01R-1188-07	0	0.025941855
TCGA-VN-A88I-01A-11R-A352-07	0	0.067186981
TCGA-HU-A4GH-11A-11R-A36D-31	0	0.020022624
TCGA-DX-A3UB-01A-11R-A30C-07	0	0.058243879
TCGA-HM-A3JJ-11A-12R-A21T-07	0	0
TCGA-B0-5712-11A-01R-1672-07	0	0.023633634
TCGA-B0-4843-01A-01R-1277-07	0	0.03965264
TCGA-YB-A89D-11A-11R-A36G-07	0	0.005744417
TCGA-75-7030-01A-11R-1949-07	0	0.023958201
TCGA-KN-8437-11A-01R-2315-07	0	0
TCGA-AJ-A3NC-11A-11R-A22K-07	0	0.006623566
TCGA-K1-A3PO-01A-11R-A21T-07	0	0.022030719
TCGA-34-8454-11A-01R-2326-07	0	0.001961102
TCGA-IQ-A61O-01A-11R-A30B-07	0	0.102618044
TCGA-BG-A2AD-11A-11R-A16F-07	0	0
TCGA-SI-AA8C-01A-11R-A38C-07	0	0.058140003
TCGA-BP-4971-01A-01R-1334-07	0	0.02010116
TCGA-BG-A3EW-11A-22R-A22K-07	0	0
TCGA-50-8459-01A-11R-2326-07	0	0.019855204
TCGA-B0-5095-01A-01R-1420-07	0	0.002941653
TCGA-B0-5100-01A-01R-1420-07	0	0.045109878
TCGA-B8-A8YJ-01A-13R-A39I-07	0	0.000244741
TCGA-FL-A1YF-11A-12R-A16F-07	0	0.029471206
TCGA-BP-5010-01A-02R-1420-07	0	0.003965603
TCGA-DX-A23Z-01A-11R-A27Q-07	0	0.023573666
TCGA-HV-AA8V-01A-11R-A41B-07	0	0.038020135
TCGA-BP-4355-01A-01R-1289-07	0	0.008885792
TCGA-QQ-A8VB-01A-11R-A37L-07	0	0.123986281
TCGA-FL-A1YI-11A-11R-A16F-07	0	0.028925535
TCGA-D3-A8GE-06A-11R-A37K-07	0	0.085540699
TCGA-DK-A3IQ-01A-31R-A32Y-07	0	0.055217125
TCGA-DX-AB2L-01A-32R-A41I-07	0	0.005893548
TCGA-PC-A5DN-01A-12R-A27Q-07	0	0.010753894
TCGA-FB-AAPS-01A-12R-A39D-07	0	0.000980551
TCGA-XD-AAUG-01A-61R-A41B-07	0	0.012476654
TCGA-DX-A6BH-01A-12R-A30C-07	0	0.017431173
TCGA-QQ-A8VD-01A-42R-A39D-07	0	0.036967373
